#Coverage	Number of genomic locations
214.0	75.0
215.0	59.0
216.0	73.0
217.0	65.0
218.0	72.0
219.0	64.0
220.0	64.0
221.0	50.0
222.0	63.0
223.0	51.0
224.0	84.0
225.0	58.0
226.0	53.0
227.0	70.0
228.0	78.0
229.0	67.0
230.0	50.0
231.0	57.0
232.0	60.0
233.0	68.0
234.0	75.0
235.0	57.0
236.0	59.0
237.0	46.0
238.0	58.0
239.0	56.0
240.0	62.0
241.0	55.0
242.0	63.0
243.0	59.0
244.0	79.0
245.0	67.0
246.0	59.0
247.0	84.0
248.0	86.0
249.0	56.0
250.0	57.0
251.0	64.0
252.0	43.0
253.0	70.0
254.0	76.0
255.0	45.0
256.0	45.0
257.0	73.0
258.0	59.0
259.0	53.0
260.0	36.0
261.0	35.0
262.0	31.0
263.0	36.0
264.0	59.0
265.0	35.0
266.0	57.0
267.0	50.0
268.0	38.0
269.0	46.0
270.0	49.0
271.0	40.0
272.0	31.0
273.0	44.0
274.0	37.0
275.0	38.0
276.0	63.0
277.0	49.0
278.0	41.0
279.0	34.0
280.0	43.0
281.0	35.0
282.0	32.0
283.0	39.0
284.0	25.0
285.0	26.0
286.0	31.0
287.0	20.0
288.0	29.0
289.0	25.0
290.0	26.0
291.0	25.0
292.0	22.0
293.0	34.0
294.0	31.0
295.0	28.0
296.0	43.0
297.0	38.0
298.0	41.0
299.0	26.0
300.0	38.0
301.0	34.0
302.0	45.0
303.0	28.0
304.0	32.0
305.0	34.0
306.0	41.0
307.0	44.0
308.0	43.0
309.0	37.0
310.0	43.0
311.0	41.0
312.0	42.0
313.0	67.0
314.0	51.0
315.0	33.0
316.0	43.0
317.0	34.0
318.0	31.0
319.0	45.0
320.0	49.0
321.0	26.0
322.0	36.0
323.0	39.0
324.0	38.0
325.0	30.0
326.0	35.0
327.0	31.0
328.0	30.0
329.0	30.0
330.0	26.0
331.0	35.0
332.0	31.0
333.0	28.0
334.0	26.0
335.0	34.0
336.0	39.0
337.0	26.0
338.0	24.0
339.0	23.0
340.0	35.0
341.0	33.0
342.0	22.0
343.0	25.0
344.0	22.0
345.0	31.0
346.0	26.0
347.0	38.0
348.0	22.0
349.0	42.0
350.0	33.0
351.0	25.0
352.0	26.0
353.0	22.0
354.0	17.0
355.0	26.0
356.0	24.0
357.0	27.0
358.0	24.0
359.0	30.0
360.0	41.0
361.0	31.0
362.0	25.0
363.0	41.0
364.0	39.0
365.0	45.0
366.0	39.0
367.0	42.0
368.0	32.0
369.0	29.0
370.0	29.0
371.0	21.0
372.0	28.0
373.0	30.0
374.0	19.0
375.0	21.0
376.0	26.0
377.0	26.0
378.0	34.0
379.0	16.0
380.0	31.0
381.0	26.0
382.0	23.0
383.0	28.0
384.0	29.0
385.0	25.0
386.0	42.0
387.0	38.0
388.0	27.0
389.0	43.0
390.0	29.0
391.0	33.0
392.0	42.0
393.0	31.0
394.0	40.0
395.0	35.0
396.0	24.0
397.0	29.0
398.0	24.0
399.0	42.0
400.0	34.0
401.0	31.0
402.0	27.0
403.0	18.0
404.0	18.0
405.0	15.0
406.0	17.0
407.0	21.0
408.0	18.0
409.0	22.0
410.0	29.0
411.0	30.0
412.0	24.0
413.0	24.0
414.0	19.0
415.0	18.0
416.0	30.0
417.0	63.0
418.0	28.0
419.0	25.0
420.0	21.0
421.0	22.0
422.0	25.0
423.0	18.0
424.0	27.0
425.0	33.0
426.0	34.0
427.0	40.0
428.0	29.0
429.0	30.0
430.0	30.0
431.0	32.0
432.0	19.0
433.0	36.0
434.0	31.0
435.0	32.0
436.0	27.0
437.0	32.0
438.0	25.0
439.0	26.0
440.0	20.0
441.0	20.0
442.0	29.0
443.0	21.0
444.0	14.0
445.0	17.0
446.0	25.0
447.0	21.0
448.0	24.0
449.0	29.0
450.0	25.0
451.0	24.0
452.0	27.0
453.0	31.0
454.0	31.0
455.0	26.0
456.0	25.0
457.0	31.0
458.0	30.0
459.0	20.0
460.0	32.0
461.0	32.0
462.0	17.0
463.0	21.0
464.0	19.0
465.0	29.0
466.0	37.0
467.0	43.0
468.0	36.0
469.0	33.0
470.0	29.0
471.0	24.0
472.0	26.0
473.0	22.0
474.0	20.0
475.0	21.0
476.0	30.0
477.0	30.0
478.0	25.0
479.0	36.0
480.0	44.0
481.0	26.0
482.0	36.0
483.0	41.0
484.0	41.0
485.0	26.0
486.0	39.0
487.0	41.0
488.0	34.0
489.0	40.0
490.0	33.0
491.0	25.0
492.0	35.0
493.0	42.0
494.0	37.0
495.0	42.0
496.0	38.0
497.0	39.0
498.0	45.0
499.0	52.0
500.0	29.0
501.0	17.0
502.0	38.0
503.0	21.0
504.0	29.0
505.0	27.0
506.0	30.0
507.0	32.0
508.0	36.0
509.0	24.0
510.0	23.0
511.0	31.0
512.0	24.0
513.0	22.0
514.0	33.0
515.0	30.0
516.0	22.0
517.0	42.0
518.0	37.0
519.0	31.0
520.0	36.0
521.0	32.0
522.0	25.0
523.0	37.0
524.0	35.0
525.0	42.0
526.0	25.0
527.0	30.0
528.0	28.0
529.0	27.0
530.0	37.0
531.0	24.0
532.0	29.0
533.0	32.0
534.0	42.0
535.0	42.0
536.0	32.0
537.0	24.0
538.0	45.0
539.0	32.0
540.0	41.0
541.0	42.0
542.0	31.0
543.0	24.0
544.0	24.0
545.0	32.0
546.0	29.0
547.0	30.0
548.0	30.0
549.0	32.0
550.0	28.0
551.0	34.0
552.0	35.0
553.0	29.0
554.0	28.0
555.0	41.0
556.0	29.0
557.0	43.0
558.0	27.0
559.0	37.0
560.0	33.0
561.0	30.0
562.0	25.0
563.0	32.0
564.0	18.0
565.0	22.0
566.0	25.0
567.0	21.0
568.0	28.0
569.0	25.0
570.0	24.0
571.0	25.0
572.0	18.0
573.0	25.0
574.0	22.0
575.0	21.0
576.0	19.0
577.0	19.0
578.0	17.0
579.0	9.0
580.0	11.0
581.0	15.0
582.0	14.0
583.0	15.0
584.0	20.0
585.0	12.0
586.0	14.0
587.0	6.0
588.0	14.0
589.0	19.0
590.0	13.0
591.0	14.0
592.0	13.0
593.0	12.0
594.0	18.0
595.0	20.0
596.0	13.0
597.0	18.0
598.0	15.0
599.0	13.0
600.0	14.0
601.0	17.0
602.0	13.0
603.0	9.0
604.0	12.0
605.0	26.0
606.0	13.0
607.0	13.0
608.0	12.0
609.0	15.0
610.0	17.0
611.0	17.0
612.0	15.0
613.0	17.0
614.0	20.0
615.0	17.0
616.0	15.0
617.0	32.0
618.0	17.0
619.0	16.0
620.0	26.0
621.0	23.0
622.0	11.0
623.0	20.0
624.0	10.0
625.0	26.0
626.0	13.0
627.0	21.0
628.0	22.0
629.0	22.0
630.0	21.0
631.0	16.0
632.0	23.0
633.0	22.0
634.0	23.0
635.0	23.0
636.0	30.0
637.0	26.0
638.0	22.0
639.0	22.0
640.0	25.0
641.0	18.0
642.0	17.0
643.0	21.0
644.0	16.0
645.0	23.0
646.0	20.0
647.0	23.0
648.0	21.0
649.0	19.0
650.0	25.0
651.0	22.0
652.0	22.0
653.0	18.0
654.0	12.0
655.0	26.0
656.0	27.0
657.0	25.0
658.0	20.0
659.0	27.0
660.0	22.0
661.0	32.0
662.0	24.0
663.0	29.0
664.0	32.0
665.0	28.0
666.0	35.0
667.0	31.0
668.0	32.0
669.0	20.0
670.0	38.0
671.0	28.0
672.0	21.0
673.0	24.0
674.0	25.0
675.0	20.0
676.0	18.0
677.0	17.0
678.0	24.0
679.0	28.0
680.0	24.0
681.0	23.0
682.0	29.0
683.0	27.0
684.0	20.0
685.0	12.0
686.0	28.0
687.0	22.0
688.0	21.0
689.0	19.0
690.0	20.0
691.0	21.0
692.0	22.0
693.0	24.0
694.0	18.0
695.0	19.0
696.0	21.0
697.0	21.0
698.0	10.0
699.0	16.0
700.0	14.0
701.0	16.0
702.0	10.0
703.0	18.0
704.0	19.0
705.0	7.0
706.0	20.0
707.0	14.0
708.0	12.0
709.0	17.0
710.0	24.0
711.0	14.0
712.0	15.0
713.0	17.0
714.0	19.0
715.0	28.0
716.0	27.0
717.0	15.0
718.0	18.0
719.0	18.0
720.0	13.0
721.0	21.0
722.0	13.0
723.0	19.0
724.0	12.0
725.0	21.0
726.0	21.0
727.0	18.0
728.0	17.0
729.0	15.0
730.0	18.0
731.0	17.0
732.0	23.0
733.0	12.0
734.0	18.0
735.0	22.0
736.0	13.0
737.0	20.0
738.0	17.0
739.0	25.0
740.0	25.0
741.0	24.0
742.0	23.0
743.0	16.0
744.0	12.0
745.0	13.0
746.0	21.0
747.0	16.0
748.0	17.0
749.0	25.0
750.0	28.0
751.0	12.0
752.0	22.0
753.0	19.0
754.0	16.0
755.0	12.0
756.0	22.0
757.0	14.0
758.0	21.0
759.0	16.0
760.0	15.0
761.0	11.0
762.0	19.0
763.0	11.0
764.0	15.0
765.0	9.0
766.0	13.0
767.0	10.0
768.0	9.0
769.0	12.0
770.0	7.0
771.0	7.0
772.0	13.0
773.0	9.0
774.0	13.0
775.0	15.0
776.0	16.0
777.0	14.0
778.0	7.0
779.0	14.0
780.0	10.0
781.0	10.0
782.0	15.0
783.0	9.0
784.0	7.0
785.0	15.0
786.0	15.0
787.0	17.0
788.0	6.0
789.0	14.0
790.0	11.0
791.0	14.0
792.0	13.0
793.0	16.0
794.0	17.0
795.0	17.0
796.0	15.0
797.0	12.0
798.0	13.0
799.0	12.0
800.0	15.0
801.0	20.0
802.0	16.0
803.0	16.0
804.0	16.0
805.0	12.0
806.0	9.0
807.0	14.0
808.0	10.0
809.0	16.0
810.0	16.0
811.0	11.0
812.0	4.0
813.0	6.0
814.0	3.0
815.0	6.0
816.0	4.0
817.0	7.0
818.0	6.0
819.0	4.0
820.0	5.0
821.0	8.0
822.0	6.0
823.0	2.0
824.0	9.0
825.0	5.0
826.0	9.0
827.0	5.0
828.0	2.0
829.0	7.0
830.0	3.0
831.0	9.0
832.0	2.0
833.0	4.0
834.0	6.0
835.0	8.0
836.0	8.0
837.0	11.0
838.0	11.0
839.0	8.0
840.0	8.0
841.0	14.0
842.0	10.0
843.0	9.0
844.0	3.0
845.0	6.0
846.0	7.0
847.0	8.0
848.0	4.0
849.0	4.0
850.0	4.0
851.0	4.0
852.0	6.0
853.0	5.0
854.0	9.0
855.0	8.0
856.0	13.0
857.0	8.0
858.0	5.0
859.0	10.0
860.0	10.0
861.0	8.0
862.0	6.0
863.0	6.0
864.0	11.0
865.0	2.0
866.0	9.0
867.0	5.0
868.0	7.0
869.0	3.0
870.0	4.0
871.0	6.0
872.0	6.0
873.0	2.0
874.0	1.0
875.0	6.0
876.0	5.0
877.0	4.0
878.0	5.0
879.0	3.0
880.0	2.0
881.0	7.0
882.0	4.0
883.0	6.0
884.0	8.0
885.0	7.0
886.0	4.0
887.0	6.0
888.0	8.0
889.0	6.0
890.0	11.0
891.0	10.0
892.0	3.0
893.0	6.0
894.0	5.0
895.0	4.0
896.0	4.0
897.0	1.0
898.0	3.0
899.0	2.0
900.0	4.0
901.0	2.0
902.0	6.0
903.0	1.0
904.0	5.0
905.0	4.0
906.0	4.0
907.0	2.0
908.0	3.0
909.0	2.0
910.0	1.0
911.0	1.0
912.0	2.0
913.0	4.0
914.0	2.0
915.0	3.0
916.0	5.0
917.0	5.0
918.0	5.0
919.0	3.0
920.0	5.0
921.0	3.0
922.0	6.0
924.0	1.0
925.0	4.0
926.0	1.0
927.0	2.0
928.0	3.0
929.0	8.0
930.0	8.0
931.0	11.0
932.0	8.0
933.0	4.0
934.0	2.0
935.0	4.0
936.0	5.0
937.0	3.0
938.0	3.0
939.0	6.0
940.0	2.0
941.0	4.0
942.0	6.0
943.0	4.0
944.0	2.0
945.0	3.0
946.0	5.0
947.0	6.0
948.0	7.0
949.0	4.0
950.0	3.0
951.0	5.0
952.0	3.0
953.0	2.0
954.0	3.0
955.0	1.0
956.0	1.0
957.0	1.0
958.0	2.0
959.0	2.0
960.0	3.0
961.0	3.0
962.0	2.0
963.0	1.0
964.0	3.0
965.0	3.0
966.0	2.0
967.0	2.0
969.0	3.0
970.0	3.0
971.0	1.0
972.0	2.0
973.0	2.0
974.0	3.0
975.0	3.0
976.0	2.0
977.0	1.0
978.0	4.0
979.0	2.0
980.0	4.0
981.0	3.0
983.0	2.0
984.0	3.0
985.0	3.0
986.0	1.0
987.0	1.0
988.0	3.0
989.0	6.0
990.0	1.0
991.0	2.0
992.0	3.0
994.0	3.0
996.0	3.0
997.0	3.0
998.0	2.0
999.0	6.0
1000.0	1.0
1002.0	2.0
1003.0	2.0
1005.0	2.0
1006.0	2.0
1007.0	3.0
1008.0	7.0
1009.0	2.0
1010.0	1.0
1011.0	1.0
1012.0	1.0
1013.0	2.0
1014.0	1.0
1015.0	2.0
1016.0	1.0
1017.0	2.0
1018.0	4.0
1019.0	2.0
1020.0	3.0
1021.0	3.0
1022.0	2.0
1023.0	1.0
1024.0	4.0
1025.0	7.0
1026.0	4.0
1027.0	6.0
1028.0	5.0
1029.0	2.0
1030.0	1.0
1031.0	3.0
1032.0	3.0
1033.0	2.0
1034.0	2.0
1035.0	1.0
1036.0	2.0
1037.0	2.0
1038.0	3.0
1039.0	3.0
1040.0	1.0
1041.0	4.0
1042.0	2.0
1043.0	1.0
1044.0	1.0
1045.0	3.0
1046.0	2.0
1047.0	2.0
1048.0	1.0
1049.0	1.0
1051.0	2.0
1052.0	5.0
1053.0	4.0
1054.0	1.0
1055.0	3.0
1056.0	1.0
1057.0	3.0
1058.0	3.0
1059.0	4.0
1062.0	1.0
1063.0	1.0
1064.0	3.0
1066.0	4.0
1067.0	2.0
1068.0	2.0
1069.0	2.0
1070.0	3.0
1071.0	3.0
1072.0	3.0
1073.0	6.0
1074.0	1.0
1075.0	1.0
1076.0	2.0
1078.0	1.0
1079.0	4.0
1080.0	1.0
1081.0	3.0
1082.0	4.0
1083.0	3.0
1084.0	4.0
1085.0	4.0
1086.0	4.0
1087.0	2.0
1088.0	1.0
1089.0	6.0
1090.0	1.0
1091.0	1.0
1092.0	2.0
1093.0	3.0
1094.0	2.0
1095.0	3.0
1096.0	1.0
1097.0	4.0
1098.0	2.0
1099.0	5.0
1100.0	3.0
1101.0	2.0
1102.0	2.0
1103.0	4.0
1104.0	1.0
1105.0	1.0
1106.0	2.0
1107.0	3.0
1110.0	2.0
1111.0	5.0
1112.0	1.0
1113.0	4.0
1114.0	2.0
1115.0	2.0
1116.0	1.0
1117.0	3.0
1118.0	6.0
1119.0	3.0
1120.0	4.0
1122.0	2.0
1123.0	6.0
1124.0	3.0
1125.0	1.0
1126.0	2.0
1127.0	4.0
1128.0	1.0
1129.0	3.0
1130.0	3.0
1131.0	1.0
1132.0	1.0
1133.0	2.0
1134.0	3.0
1135.0	1.0
1136.0	6.0
1137.0	4.0
1138.0	1.0
1139.0	2.0
1140.0	2.0
1141.0	3.0
1142.0	3.0
1143.0	3.0
1144.0	2.0
1145.0	3.0
1146.0	5.0
1148.0	2.0
1149.0	6.0
1150.0	6.0
1151.0	2.0
1152.0	3.0
1153.0	2.0
1154.0	1.0
1156.0	1.0
1157.0	4.0
1158.0	1.0
1159.0	10.0
1160.0	7.0
1161.0	7.0
1162.0	4.0
1163.0	2.0
1164.0	9.0
1165.0	5.0
1166.0	7.0
1167.0	2.0
1168.0	1.0
1169.0	5.0
1170.0	2.0
1171.0	6.0
1172.0	6.0
1173.0	1.0
1174.0	7.0
1175.0	12.0
1176.0	4.0
1177.0	10.0
1178.0	13.0
1179.0	4.0
1180.0	1.0
1182.0	1.0
1183.0	1.0
1185.0	1.0
1186.0	2.0
1187.0	2.0
1188.0	3.0
1189.0	2.0
1190.0	3.0
1191.0	2.0
1192.0	3.0
1193.0	2.0
1194.0	3.0
1195.0	2.0
1196.0	4.0
1198.0	4.0
1201.0	2.0
1202.0	3.0
1203.0	1.0
1204.0	1.0
1206.0	1.0
1207.0	2.0
1208.0	1.0
1209.0	2.0
1211.0	4.0
1212.0	1.0
1214.0	5.0
1215.0	6.0
1216.0	10.0
1217.0	6.0
1218.0	1.0
1219.0	2.0
1220.0	1.0
1221.0	2.0
1222.0	3.0
1223.0	4.0
1224.0	2.0
1225.0	3.0
1226.0	1.0
1227.0	6.0
1228.0	3.0
1229.0	2.0
1230.0	4.0
1231.0	3.0
1232.0	5.0
1233.0	6.0
1234.0	2.0
1235.0	3.0
1236.0	5.0
1237.0	6.0
1238.0	5.0
1239.0	3.0
1240.0	1.0
1241.0	2.0
1242.0	3.0
1243.0	2.0
1244.0	3.0
1245.0	2.0
1246.0	8.0
1247.0	1.0
1248.0	2.0
1249.0	3.0
1250.0	1.0
1251.0	3.0
1252.0	2.0
1253.0	2.0
1254.0	1.0
1255.0	10.0
1256.0	6.0
1257.0	3.0
1258.0	6.0
1259.0	4.0
1260.0	5.0
1261.0	2.0
1262.0	1.0
1263.0	5.0
1264.0	3.0
1265.0	7.0
1266.0	3.0
1267.0	5.0
1268.0	3.0
1269.0	4.0
1270.0	3.0
1271.0	7.0
1272.0	6.0
1273.0	6.0
1274.0	7.0
1275.0	9.0
1276.0	5.0
1277.0	4.0
1278.0	5.0
1279.0	4.0
1280.0	2.0
1281.0	2.0
1282.0	3.0
1283.0	2.0
1284.0	3.0
1285.0	2.0
1286.0	5.0
1287.0	3.0
1288.0	2.0
1291.0	1.0
1292.0	1.0
1293.0	2.0
1294.0	3.0
1296.0	1.0
1297.0	2.0
1300.0	1.0
1301.0	1.0
1303.0	1.0
1304.0	1.0
1306.0	1.0
1309.0	2.0
1310.0	2.0
1311.0	1.0
1313.0	3.0
1314.0	1.0
1318.0	1.0
1319.0	2.0
1320.0	1.0
1321.0	1.0
1322.0	1.0
1323.0	1.0
1327.0	1.0
1328.0	4.0
1330.0	1.0
1333.0	2.0
1334.0	1.0
1335.0	2.0
1336.0	2.0
1337.0	3.0
1338.0	1.0
1340.0	1.0
1341.0	1.0
1342.0	1.0
1345.0	3.0
1346.0	1.0
1348.0	3.0
1349.0	1.0
1350.0	2.0
1351.0	1.0
1352.0	3.0
1353.0	1.0
1354.0	2.0
1355.0	1.0
1356.0	1.0
1357.0	1.0
1360.0	2.0
1361.0	4.0
1362.0	2.0
1365.0	3.0
1366.0	3.0
1367.0	1.0
1368.0	1.0
1369.0	3.0
1370.0	1.0
1371.0	2.0
1372.0	1.0
1374.0	3.0
1377.0	2.0
1378.0	2.0
1379.0	1.0
1380.0	1.0
1382.0	3.0
1384.0	1.0
1385.0	1.0
1387.0	1.0
1390.0	2.0
1391.0	1.0
1392.0	1.0
1395.0	3.0
1396.0	1.0
1398.0	2.0
1400.0	1.0
1401.0	2.0
1402.0	2.0
1403.0	1.0
1404.0	1.0
1405.0	1.0
1406.0	2.0
1407.0	1.0
1408.0	1.0
1410.0	1.0
1412.0	1.0
1414.0	2.0
1415.0	1.0
1417.0	1.0
1418.0	2.0
1420.0	2.0
1421.0	3.0
1423.0	3.0
1425.0	1.0
1426.0	2.0
1427.0	1.0
1430.0	2.0
1431.0	2.0
1432.0	1.0
1433.0	2.0
1437.0	2.0
1438.0	2.0
1439.0	2.0
1441.0	1.0
1442.0	2.0
1443.0	1.0
1444.0	1.0
1445.0	3.0
1446.0	4.0
1447.0	1.0
1448.0	2.0
1449.0	1.0
1450.0	1.0
1451.0	1.0
1453.0	1.0
1454.0	1.0
1458.0	2.0
1461.0	1.0
1462.0	1.0
1464.0	2.0
1465.0	5.0
1468.0	4.0
1469.0	5.0
1471.0	1.0
1472.0	1.0
1474.0	2.0
1475.0	5.0
1476.0	4.0
1477.0	2.0
1478.0	5.0
1479.0	1.0
1480.0	3.0
1481.0	3.0
1482.0	2.0
1483.0	1.0
1485.0	1.0
1486.0	2.0
1487.0	1.0
1489.0	3.0
1490.0	1.0
1492.0	3.0
1495.0	1.0
1496.0	1.0
1497.0	1.0
1498.0	2.0
1499.0	1.0
1500.0	1.0
1502.0	2.0
1504.0	1.0
1505.0	3.0
1506.0	1.0
1507.0	2.0
1508.0	3.0
1510.0	3.0
1511.0	2.0
1512.0	1.0
1513.0	1.0
1515.0	1.0
1516.0	2.0
1517.0	1.0
1518.0	3.0
1519.0	3.0
1522.0	3.0
1523.0	3.0
1524.0	3.0
1525.0	1.0
1526.0	1.0
1527.0	1.0
1528.0	3.0
1529.0	3.0
1530.0	11.0
1532.0	5.0
1533.0	3.0
1534.0	4.0
1535.0	1.0
1536.0	3.0
1537.0	1.0
1538.0	4.0
1539.0	3.0
1540.0	4.0
1542.0	5.0
1543.0	6.0
1544.0	4.0
1545.0	1.0
1546.0	3.0
1547.0	4.0
1548.0	7.0
1549.0	2.0
1551.0	2.0
1552.0	3.0
1553.0	1.0
1554.0	3.0
1555.0	2.0
1556.0	1.0
1557.0	1.0
1558.0	1.0
1559.0	2.0
1560.0	1.0
1561.0	1.0
1562.0	2.0
1563.0	2.0
1564.0	2.0
1565.0	1.0
1567.0	1.0
1568.0	2.0
1570.0	3.0
1571.0	2.0
1572.0	1.0
1573.0	1.0
1576.0	3.0
1577.0	1.0
1578.0	3.0
1579.0	3.0
1581.0	1.0
1582.0	1.0
1583.0	2.0
1584.0	4.0
1585.0	3.0
1586.0	1.0
1587.0	2.0
1588.0	2.0
1589.0	3.0
1590.0	2.0
1591.0	1.0
1592.0	3.0
1593.0	3.0
1594.0	4.0
1595.0	1.0
1596.0	4.0
1597.0	2.0
1599.0	3.0
1601.0	1.0
1602.0	3.0
1603.0	5.0
1604.0	1.0
1605.0	1.0
1607.0	2.0
1610.0	2.0
1611.0	1.0
1612.0	1.0
1613.0	4.0
1615.0	1.0
1616.0	3.0
1617.0	3.0
1618.0	3.0
1619.0	1.0
1620.0	1.0
1621.0	1.0
1623.0	1.0
1625.0	1.0
1626.0	1.0
1627.0	1.0
1628.0	2.0
1630.0	1.0
1631.0	1.0
1632.0	1.0
1634.0	2.0
1636.0	1.0
1639.0	1.0
1640.0	1.0
1641.0	2.0
1642.0	1.0
1644.0	1.0
1647.0	2.0
1648.0	2.0
1651.0	2.0
1652.0	3.0
1653.0	1.0
1654.0	1.0
1655.0	1.0
1656.0	1.0
1657.0	1.0
1659.0	2.0
1660.0	2.0
1662.0	2.0
1663.0	3.0
1666.0	1.0
1669.0	1.0
1670.0	1.0
1671.0	1.0
1676.0	1.0
1677.0	1.0
1678.0	3.0
1680.0	2.0
1682.0	1.0
1683.0	3.0
1685.0	1.0
1686.0	1.0
1687.0	2.0
1688.0	1.0
1690.0	2.0
1691.0	1.0
1693.0	2.0
1694.0	2.0
1697.0	2.0
1698.0	2.0
1700.0	1.0
1701.0	1.0
1702.0	3.0
1703.0	1.0
1705.0	3.0
1706.0	2.0
1707.0	1.0
1709.0	1.0
1711.0	1.0
1712.0	1.0
1717.0	1.0
1718.0	3.0
1719.0	1.0
1720.0	1.0
1721.0	2.0
1722.0	1.0
1723.0	1.0
1725.0	1.0
1726.0	3.0
1727.0	2.0
1729.0	1.0
1730.0	1.0
1733.0	1.0
1734.0	1.0
1737.0	2.0
1738.0	1.0
1739.0	1.0
1740.0	1.0
1742.0	2.0
1743.0	2.0
1747.0	2.0
1748.0	1.0
1750.0	1.0
1751.0	1.0
1752.0	1.0
1753.0	2.0
1755.0	1.0
1758.0	2.0
1761.0	1.0
1762.0	1.0
1763.0	1.0
1764.0	2.0
1766.0	2.0
1767.0	1.0
1768.0	2.0
1769.0	1.0
1770.0	2.0
1771.0	2.0
1772.0	1.0
1777.0	2.0
1780.0	2.0
1782.0	1.0
1784.0	3.0
1787.0	2.0
1788.0	1.0
1789.0	1.0
1790.0	1.0
1793.0	1.0
1795.0	1.0
1798.0	1.0
1799.0	4.0
1800.0	1.0
1802.0	2.0
1803.0	1.0
1804.0	3.0
1806.0	2.0
1810.0	2.0
1814.0	2.0
1818.0	1.0
1819.0	1.0
1820.0	2.0
1821.0	2.0
1822.0	1.0
1823.0	1.0
1824.0	1.0
1825.0	1.0
1826.0	1.0
1827.0	2.0
1829.0	1.0
1830.0	2.0
1831.0	3.0
1832.0	2.0
1833.0	1.0
1834.0	1.0
1836.0	1.0
1838.0	1.0
1840.0	1.0
1842.0	3.0
1843.0	1.0
1844.0	2.0
1845.0	1.0
1846.0	1.0
1847.0	2.0
1850.0	1.0
1851.0	1.0
1852.0	2.0
1853.0	1.0
1854.0	2.0
1855.0	1.0
