#Coverage	Number of genomic locations
548.0	22.0
549.0	18.0
550.0	28.0
551.0	21.0
552.0	42.0
553.0	35.0
554.0	31.0
555.0	37.0
556.0	32.0
557.0	37.0
558.0	40.0
559.0	32.0
560.0	34.0
561.0	27.0
562.0	25.0
563.0	38.0
564.0	26.0
565.0	31.0
566.0	38.0
567.0	23.0
568.0	28.0
569.0	26.0
570.0	35.0
571.0	30.0
572.0	29.0
573.0	23.0
574.0	26.0
575.0	30.0
576.0	22.0
577.0	32.0
578.0	26.0
579.0	25.0
580.0	43.0
581.0	36.0
582.0	40.0
583.0	46.0
584.0	42.0
585.0	27.0
586.0	38.0
587.0	28.0
588.0	36.0
589.0	26.0
590.0	33.0
591.0	38.0
592.0	37.0
593.0	29.0
594.0	32.0
595.0	43.0
596.0	23.0
597.0	31.0
598.0	30.0
599.0	35.0
600.0	22.0
601.0	23.0
602.0	33.0
603.0	35.0
604.0	22.0
605.0	34.0
606.0	28.0
607.0	34.0
608.0	31.0
609.0	26.0
610.0	29.0
611.0	30.0
612.0	18.0
613.0	31.0
614.0	24.0
615.0	17.0
616.0	24.0
617.0	31.0
618.0	21.0
619.0	27.0
620.0	25.0
621.0	31.0
622.0	22.0
623.0	31.0
624.0	39.0
625.0	23.0
626.0	30.0
627.0	28.0
628.0	38.0
629.0	35.0
630.0	39.0
631.0	32.0
632.0	32.0
633.0	26.0
634.0	41.0
635.0	30.0
636.0	27.0
637.0	40.0
638.0	35.0
639.0	29.0
640.0	24.0
641.0	28.0
642.0	17.0
643.0	13.0
644.0	17.0
645.0	13.0
646.0	19.0
647.0	24.0
648.0	30.0
649.0	23.0
650.0	18.0
651.0	21.0
652.0	24.0
653.0	23.0
654.0	11.0
655.0	18.0
656.0	14.0
657.0	25.0
658.0	17.0
659.0	22.0
660.0	22.0
661.0	12.0
662.0	16.0
663.0	24.0
664.0	18.0
665.0	21.0
666.0	13.0
667.0	15.0
668.0	20.0
669.0	15.0
670.0	25.0
671.0	20.0
672.0	11.0
673.0	21.0
674.0	12.0
675.0	18.0
676.0	12.0
677.0	11.0
678.0	10.0
679.0	13.0
680.0	13.0
681.0	8.0
682.0	10.0
683.0	7.0
684.0	10.0
685.0	8.0
686.0	9.0
687.0	3.0
688.0	4.0
689.0	6.0
690.0	9.0
691.0	11.0
692.0	7.0
693.0	10.0
694.0	2.0
695.0	1.0
696.0	10.0
697.0	8.0
698.0	12.0
699.0	11.0
700.0	10.0
701.0	9.0
702.0	12.0
703.0	9.0
704.0	3.0
705.0	7.0
706.0	8.0
707.0	9.0
708.0	10.0
709.0	9.0
710.0	7.0
711.0	6.0
712.0	8.0
713.0	8.0
714.0	6.0
715.0	12.0
716.0	10.0
717.0	9.0
718.0	7.0
719.0	13.0
720.0	11.0
721.0	9.0
722.0	5.0
723.0	6.0
724.0	7.0
725.0	7.0
726.0	11.0
727.0	12.0
728.0	12.0
729.0	7.0
730.0	11.0
731.0	4.0
732.0	8.0
733.0	4.0
734.0	5.0
735.0	13.0
736.0	12.0
737.0	12.0
738.0	9.0
739.0	8.0
740.0	10.0
741.0	7.0
742.0	7.0
743.0	15.0
744.0	5.0
745.0	9.0
746.0	11.0
747.0	10.0
748.0	8.0
749.0	10.0
750.0	9.0
751.0	13.0
752.0	12.0
753.0	6.0
754.0	10.0
755.0	13.0
756.0	7.0
757.0	11.0
758.0	6.0
759.0	5.0
760.0	5.0
761.0	8.0
762.0	9.0
763.0	9.0
764.0	7.0
765.0	11.0
766.0	4.0
767.0	9.0
768.0	9.0
769.0	3.0
770.0	10.0
771.0	8.0
772.0	11.0
773.0	10.0
774.0	8.0
775.0	7.0
776.0	6.0
777.0	7.0
778.0	8.0
779.0	2.0
780.0	6.0
781.0	6.0
782.0	2.0
783.0	3.0
784.0	5.0
785.0	8.0
786.0	7.0
787.0	11.0
788.0	5.0
789.0	9.0
790.0	2.0
791.0	2.0
792.0	4.0
793.0	4.0
794.0	3.0
795.0	2.0
796.0	4.0
797.0	6.0
798.0	4.0
799.0	6.0
800.0	8.0
801.0	4.0
802.0	3.0
803.0	3.0
804.0	2.0
805.0	6.0
806.0	4.0
807.0	2.0
808.0	1.0
809.0	5.0
810.0	3.0
811.0	4.0
813.0	1.0
814.0	5.0
815.0	1.0
816.0	2.0
817.0	2.0
818.0	3.0
819.0	5.0
820.0	6.0
821.0	6.0
822.0	2.0
823.0	4.0
824.0	5.0
825.0	5.0
827.0	9.0
828.0	3.0
829.0	1.0
830.0	3.0
831.0	6.0
832.0	4.0
833.0	3.0
834.0	1.0
835.0	4.0
836.0	2.0
837.0	2.0
838.0	2.0
839.0	2.0
840.0	7.0
841.0	2.0
842.0	4.0
843.0	3.0
844.0	4.0
846.0	1.0
847.0	6.0
848.0	3.0
849.0	1.0
850.0	1.0
851.0	1.0
852.0	7.0
853.0	2.0
854.0	4.0
855.0	5.0
856.0	3.0
857.0	3.0
858.0	3.0
859.0	4.0
860.0	2.0
861.0	3.0
862.0	4.0
863.0	5.0
864.0	3.0
865.0	5.0
866.0	3.0
867.0	4.0
868.0	4.0
869.0	2.0
870.0	3.0
871.0	4.0
872.0	3.0
873.0	3.0
874.0	4.0
875.0	1.0
876.0	3.0
877.0	2.0
878.0	4.0
879.0	4.0
880.0	1.0
881.0	3.0
882.0	2.0
883.0	5.0
884.0	1.0
885.0	3.0
887.0	6.0
888.0	4.0
889.0	4.0
890.0	3.0
891.0	4.0
892.0	6.0
893.0	3.0
894.0	2.0
895.0	2.0
896.0	4.0
897.0	2.0
899.0	5.0
900.0	2.0
901.0	4.0
902.0	2.0
903.0	4.0
904.0	6.0
905.0	6.0
907.0	3.0
908.0	1.0
909.0	5.0
911.0	5.0
912.0	4.0
913.0	3.0
914.0	8.0
915.0	7.0
916.0	2.0
917.0	7.0
918.0	5.0
919.0	5.0
920.0	5.0
921.0	4.0
923.0	8.0
924.0	3.0
925.0	5.0
926.0	2.0
927.0	2.0
928.0	3.0
929.0	2.0
930.0	5.0
931.0	4.0
932.0	4.0
933.0	3.0
934.0	3.0
935.0	2.0
936.0	3.0
937.0	5.0
938.0	6.0
939.0	3.0
940.0	4.0
941.0	1.0
942.0	3.0
943.0	2.0
944.0	2.0
946.0	1.0
947.0	3.0
948.0	2.0
949.0	4.0
950.0	1.0
951.0	4.0
952.0	1.0
953.0	2.0
954.0	2.0
955.0	2.0
956.0	5.0
958.0	1.0
959.0	1.0
960.0	3.0
961.0	3.0
962.0	3.0
963.0	2.0
964.0	6.0
965.0	3.0
966.0	2.0
968.0	3.0
969.0	3.0
970.0	2.0
971.0	5.0
972.0	2.0
973.0	3.0
974.0	1.0
975.0	2.0
976.0	6.0
977.0	4.0
978.0	4.0
979.0	2.0
980.0	2.0
981.0	6.0
982.0	4.0
983.0	1.0
984.0	2.0
985.0	2.0
986.0	4.0
987.0	1.0
988.0	4.0
989.0	1.0
990.0	6.0
991.0	1.0
992.0	1.0
993.0	2.0
994.0	9.0
995.0	5.0
996.0	6.0
997.0	2.0
998.0	4.0
999.0	4.0
1000.0	3.0
1001.0	2.0
1002.0	3.0
1003.0	2.0
1004.0	5.0
1005.0	1.0
1006.0	4.0
1007.0	3.0
1008.0	4.0
1009.0	2.0
1010.0	3.0
1011.0	2.0
1012.0	2.0
1013.0	4.0
1014.0	1.0
1015.0	3.0
1016.0	4.0
1017.0	6.0
1018.0	1.0
1019.0	4.0
1020.0	6.0
1021.0	1.0
1022.0	4.0
1023.0	4.0
1024.0	4.0
1025.0	3.0
1026.0	2.0
1027.0	2.0
1028.0	2.0
1030.0	2.0
1031.0	2.0
1032.0	3.0
1033.0	1.0
1034.0	3.0
1035.0	1.0
1036.0	2.0
1037.0	1.0
1038.0	3.0
1039.0	2.0
1040.0	1.0
1041.0	1.0
1042.0	3.0
1043.0	1.0
1044.0	1.0
1045.0	4.0
1046.0	2.0
1047.0	1.0
1048.0	3.0
1049.0	4.0
1050.0	2.0
1051.0	1.0
1052.0	2.0
1053.0	2.0
1054.0	2.0
1055.0	4.0
1056.0	3.0
1058.0	1.0
1059.0	3.0
1060.0	3.0
1061.0	2.0
1062.0	4.0
1063.0	5.0
1064.0	4.0
1065.0	4.0
1066.0	2.0
1067.0	2.0
1068.0	4.0
1069.0	7.0
1070.0	1.0
1071.0	3.0
1073.0	4.0
1074.0	3.0
1075.0	6.0
1076.0	2.0
1077.0	6.0
1078.0	3.0
1079.0	16.0
1080.0	9.0
1081.0	11.0
1082.0	10.0
1083.0	3.0
1084.0	12.0
1085.0	2.0
1086.0	1.0
1087.0	5.0
1088.0	1.0
1089.0	5.0
1090.0	2.0
1091.0	4.0
1092.0	3.0
1093.0	4.0
1094.0	1.0
1095.0	3.0
1097.0	4.0
1098.0	4.0
1099.0	2.0
1100.0	1.0
1101.0	2.0
1102.0	5.0
1103.0	4.0
1104.0	5.0
1105.0	2.0
1106.0	4.0
1107.0	4.0
1108.0	7.0
1109.0	1.0
1110.0	4.0
1111.0	1.0
1112.0	7.0
1113.0	4.0
1114.0	5.0
1115.0	4.0
1116.0	6.0
1117.0	3.0
1118.0	4.0
1120.0	7.0
1121.0	5.0
1122.0	4.0
1123.0	5.0
1124.0	2.0
1125.0	4.0
1126.0	1.0
1127.0	1.0
1128.0	5.0
1129.0	3.0
1130.0	3.0
1131.0	5.0
1133.0	3.0
1134.0	3.0
1135.0	3.0
1136.0	3.0
1137.0	2.0
1138.0	2.0
1140.0	2.0
1142.0	2.0
1144.0	2.0
1145.0	1.0
1146.0	3.0
1147.0	2.0
1148.0	3.0
1150.0	2.0
1151.0	3.0
1152.0	2.0
1153.0	3.0
1154.0	2.0
1155.0	1.0
1156.0	1.0
1157.0	3.0
1158.0	4.0
1159.0	3.0
1160.0	2.0
1161.0	3.0
1162.0	2.0
1163.0	3.0
1164.0	3.0
1165.0	2.0
1166.0	2.0
1169.0	2.0
1170.0	3.0
1171.0	1.0
1172.0	3.0
1173.0	2.0
1174.0	2.0
1175.0	1.0
1176.0	3.0
1177.0	3.0
1178.0	3.0
1179.0	1.0
1180.0	7.0
1181.0	2.0
1182.0	2.0
1183.0	8.0
1184.0	5.0
1185.0	5.0
1186.0	5.0
1187.0	7.0
1188.0	2.0
1189.0	6.0
1190.0	6.0
1192.0	4.0
1193.0	4.0
1194.0	2.0
1195.0	7.0
1196.0	3.0
1197.0	4.0
1198.0	4.0
1199.0	4.0
1200.0	2.0
1201.0	1.0
1203.0	1.0
1204.0	1.0
1206.0	1.0
1207.0	1.0
1208.0	2.0
1209.0	1.0
1210.0	1.0
1211.0	2.0
1213.0	1.0
1214.0	2.0
1215.0	1.0
1216.0	2.0
1217.0	2.0
1218.0	2.0
1219.0	1.0
1220.0	1.0
1221.0	1.0
1223.0	1.0
1224.0	3.0
1226.0	1.0
1227.0	1.0
1229.0	3.0
1232.0	2.0
1233.0	1.0
1235.0	1.0
1236.0	1.0
1240.0	1.0
1241.0	2.0
1245.0	2.0
1247.0	1.0
1250.0	1.0
1252.0	1.0
1253.0	2.0
1254.0	1.0
1256.0	1.0
1257.0	1.0
1258.0	3.0
1259.0	1.0
1260.0	1.0
1262.0	2.0
1264.0	1.0
1265.0	1.0
1266.0	1.0
1268.0	2.0
1269.0	2.0
1270.0	1.0
1271.0	3.0
1272.0	1.0
1273.0	1.0
1274.0	1.0
1275.0	3.0
1277.0	1.0
1278.0	1.0
1279.0	3.0
1280.0	2.0
1282.0	5.0
1283.0	3.0
1284.0	3.0
1285.0	4.0
1286.0	3.0
1287.0	5.0
1289.0	3.0
1290.0	1.0
1291.0	5.0
1292.0	2.0
1293.0	5.0
1294.0	6.0
1295.0	2.0
1296.0	1.0
1297.0	5.0
1298.0	1.0
1299.0	1.0
1300.0	1.0
1301.0	2.0
1302.0	7.0
1303.0	1.0
1304.0	1.0
1305.0	1.0
1306.0	2.0
1307.0	2.0
1308.0	1.0
1310.0	6.0
1312.0	2.0
1313.0	4.0
1314.0	4.0
1315.0	3.0
1316.0	3.0
1317.0	1.0
1318.0	3.0
1319.0	2.0
1321.0	4.0
1322.0	2.0
1323.0	2.0
1324.0	1.0
1326.0	1.0
1328.0	2.0
1329.0	2.0
1330.0	4.0
1331.0	1.0
1333.0	3.0
1334.0	1.0
1335.0	1.0
1336.0	1.0
1338.0	2.0
1339.0	2.0
1340.0	3.0
1341.0	4.0
1343.0	2.0
1344.0	3.0
1345.0	1.0
1348.0	1.0
1349.0	6.0
1351.0	3.0
1352.0	4.0
1353.0	2.0
1355.0	4.0
1357.0	2.0
1359.0	4.0
1360.0	3.0
1362.0	2.0
1363.0	3.0
1364.0	4.0
1365.0	3.0
1366.0	1.0
1367.0	1.0
1368.0	4.0
1369.0	2.0
1370.0	2.0
1371.0	2.0
1372.0	1.0
1373.0	1.0
1374.0	1.0
1377.0	3.0
1378.0	3.0
1380.0	3.0
1382.0	1.0
1383.0	1.0
1384.0	3.0
1385.0	2.0
1386.0	1.0
1387.0	3.0
1388.0	3.0
1389.0	5.0
1390.0	2.0
1391.0	2.0
1392.0	4.0
1393.0	4.0
1395.0	4.0
1396.0	1.0
1397.0	2.0
1398.0	6.0
1399.0	1.0
1400.0	6.0
1401.0	1.0
1402.0	3.0
1403.0	3.0
1405.0	1.0
1406.0	1.0
1407.0	1.0
1409.0	3.0
1411.0	1.0
1414.0	1.0
1415.0	1.0
1417.0	1.0
1420.0	2.0
1424.0	1.0
1425.0	2.0
1426.0	1.0
1427.0	2.0
1428.0	1.0
1429.0	1.0
1432.0	1.0
1433.0	1.0
1434.0	1.0
1435.0	2.0
1437.0	2.0
1438.0	2.0
1439.0	1.0
1441.0	2.0
1442.0	1.0
1444.0	1.0
1445.0	1.0
1447.0	1.0
1449.0	1.0
1450.0	1.0
1452.0	1.0
1453.0	2.0
1454.0	1.0
1457.0	1.0
1458.0	1.0
1461.0	2.0
1463.0	1.0
1464.0	2.0
1465.0	1.0
1471.0	1.0
1473.0	2.0
1474.0	1.0
1475.0	1.0
1477.0	1.0
1479.0	1.0
1480.0	1.0
1481.0	1.0
1482.0	1.0
1483.0	1.0
1484.0	1.0
1485.0	1.0
1489.0	1.0
1491.0	1.0
1492.0	2.0
1493.0	2.0
1500.0	2.0
1501.0	1.0
1503.0	3.0
1504.0	1.0
1505.0	1.0
1506.0	3.0
1507.0	1.0
1508.0	1.0
1509.0	1.0
1512.0	1.0
1513.0	1.0
1515.0	1.0
1518.0	2.0
1519.0	2.0
1522.0	1.0
1527.0	2.0
1528.0	2.0
1530.0	1.0
1531.0	2.0
1532.0	1.0
1536.0	1.0
1537.0	1.0
1539.0	1.0
1540.0	3.0
1541.0	1.0
1543.0	3.0
1544.0	1.0
1545.0	2.0
1546.0	1.0
1547.0	6.0
1548.0	1.0
1549.0	1.0
1550.0	2.0
1551.0	2.0
1552.0	1.0
1553.0	2.0
1554.0	1.0
1555.0	1.0
1557.0	1.0
1558.0	2.0
1559.0	2.0
1560.0	1.0
1561.0	1.0
1562.0	2.0
1565.0	1.0
1566.0	1.0
1568.0	1.0
1569.0	1.0
1570.0	1.0
1571.0	1.0
1573.0	1.0
1574.0	2.0
1576.0	1.0
1578.0	1.0
1580.0	2.0
1581.0	3.0
1582.0	1.0
1584.0	1.0
1585.0	1.0
1587.0	1.0
1588.0	1.0
1589.0	2.0
1592.0	1.0
1593.0	2.0
1595.0	1.0
1596.0	1.0
1597.0	5.0
1598.0	2.0
1599.0	1.0
1601.0	1.0
1602.0	1.0
1604.0	1.0
1605.0	1.0
1606.0	1.0
1607.0	2.0
1608.0	1.0
1609.0	1.0
1610.0	2.0
1611.0	1.0
1613.0	2.0
1614.0	1.0
1615.0	1.0
1616.0	3.0
1617.0	1.0
1622.0	1.0
1623.0	2.0
1624.0	2.0
1625.0	1.0
1626.0	1.0
1627.0	2.0
1628.0	1.0
1629.0	1.0
1630.0	1.0
1631.0	1.0
1632.0	1.0
1636.0	1.0
1637.0	1.0
1638.0	2.0
1639.0	2.0
1640.0	1.0
1642.0	1.0
1644.0	2.0
1647.0	1.0
1649.0	1.0
1650.0	2.0
1651.0	2.0
1654.0	1.0
1656.0	1.0
1657.0	1.0
1658.0	1.0
1659.0	1.0
1660.0	1.0
1661.0	2.0
1662.0	1.0
1663.0	1.0
1664.0	2.0
1666.0	1.0
1668.0	1.0
1670.0	1.0
1671.0	3.0
1674.0	1.0
1675.0	1.0
1677.0	1.0
1678.0	2.0
1680.0	2.0
1681.0	1.0
1685.0	1.0
1686.0	2.0
1688.0	2.0
1689.0	1.0
1690.0	2.0
1691.0	1.0
1693.0	2.0
1696.0	1.0
1697.0	2.0
1700.0	1.0
1701.0	1.0
1703.0	1.0
1704.0	3.0
1706.0	1.0
1708.0	1.0
1709.0	1.0
1710.0	3.0
1712.0	1.0
1717.0	1.0
1718.0	1.0
1724.0	1.0
1725.0	1.0
1727.0	1.0
1728.0	2.0
1729.0	1.0
1731.0	1.0
1733.0	1.0
1735.0	3.0
1736.0	1.0
1739.0	2.0
1740.0	1.0
1742.0	1.0
1743.0	2.0
1746.0	2.0
1748.0	1.0
1751.0	1.0
1752.0	1.0
1753.0	1.0
1754.0	1.0
1759.0	1.0
1761.0	1.0
1764.0	3.0
1765.0	2.0
1768.0	1.0
1769.0	2.0
1772.0	1.0
1773.0	1.0
1776.0	1.0
1777.0	1.0
1782.0	1.0
1783.0	1.0
1785.0	1.0
1786.0	1.0
1788.0	1.0
1790.0	1.0
1792.0	2.0
1794.0	2.0
1796.0	1.0
1797.0	1.0
1798.0	1.0
1799.0	1.0
1805.0	2.0
1806.0	1.0
1807.0	1.0
1810.0	1.0
1813.0	1.0
1818.0	1.0
1819.0	1.0
1822.0	1.0
1823.0	1.0
1824.0	1.0
1825.0	1.0
1826.0	1.0
1827.0	1.0
1828.0	1.0
1829.0	1.0
1834.0	1.0
1835.0	4.0
1838.0	2.0
1839.0	2.0
1840.0	2.0
1841.0	1.0
1843.0	1.0
1845.0	1.0
1846.0	1.0
1849.0	1.0
1854.0	1.0
1855.0	1.0
1856.0	1.0
1858.0	2.0
1859.0	1.0
1860.0	3.0
1861.0	1.0
1862.0	2.0
1867.0	1.0
1869.0	1.0
1870.0	2.0
1871.0	1.0
1876.0	2.0
1878.0	2.0
1880.0	1.0
1881.0	2.0
1884.0	2.0
1885.0	2.0
1886.0	2.0
1887.0	1.0
1888.0	1.0
1889.0	2.0
1890.0	2.0
1893.0	2.0
1894.0	1.0
1895.0	1.0
1896.0	4.0
1897.0	2.0
1898.0	3.0
1900.0	3.0
1902.0	2.0
1903.0	2.0
1904.0	3.0
1905.0	2.0
1906.0	1.0
1907.0	1.0
1908.0	2.0
1913.0	2.0
1914.0	1.0
1918.0	3.0
1919.0	3.0
1920.0	1.0
1921.0	2.0
1922.0	1.0
1924.0	3.0
1925.0	1.0
1926.0	2.0
1927.0	2.0
1928.0	3.0
1929.0	1.0
1930.0	1.0
1931.0	1.0
1934.0	1.0
1935.0	1.0
1938.0	1.0
